Sample Number,Site ID,Target,"UTM East
NAD83_U10","UTM North
NAD83_U10",Sample Type,Standard Type,Date_Sampled,Sampler,Moisture,Angularity,Depth_cm,Horizon,Color,Site Vegetation,Texture,Description,Parent Sample Number
259412,Ecl089,Eclipse,685754,5511003,REG,,07/30/2023,EG,Damp,Sub-rounded,20,B Horizon,brown,Forest,Silty Sand,,
259413,Ecl088,Eclipse,685703,5511002,REG,,07/30/2023,EG,Dry,Sub-rounded,2,B Horizon,Light Brown-Grey,Forest,Sandy Silt,"Near outcrop. Thin soil layer, poor sample",
259414,Ecl087,Eclipse,685650,5511001,REG,,07/30/2023,EG,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Silty Sand,,
259415,Ecl086,Eclipse,685600,5511002,REG,,07/30/2023,EG,Dry,Sub-rounded,5,B Horizon,lt brown,Forest,Silty Sand,,
259416,ECL085,Eclipse,685548,5510998,REG,,07/30/2023,KN,Dry,Sub-rounded,5,B Horizon,brown,Forest,Silty Sand,Near deactivated road,
259417,ECL084,Eclipse,685501,5511004,REG,,07/30/2023,KN,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Silty Sand,,
259418,ECL083,Eclipse,685453,5510996,REG,,07/30/2023,KN,Dry,Sub-angular,5,B Horizon,Light Brown-Grey,Forest,Silt,Thin soil (subcrop),
259419,ECL082,Eclipse,685401,5511001,REG,,07/30/2023,KN,Moist,Sub-rounded,30,B Horizon,dk brown,Forest,Silt,"Poor sample, some organics",
259420,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
259421,ECL081,Eclipse,685349,5510997,REG,,08/01/2023,KN,Dry,Sub-rounded,15,B Horizon,beige,Forest,Sandy Silt,,
259422,ECL080,Eclipse,685298,5510996,REG,,07/30/2023,KN,Dry,Sub-rounded,20,B Horizon,beige,Forest,Silty Sand,Near deactivated road,
259423,ECL079,Eclipse,685251,5510999,REG,,07/30/2023,KN,Dry,Sub-angular,20,B Horizon,Light Brown-Grey,Forest,Sandy Silt,,
259424,ECL078,Eclipse,685198,5511006,REG,,07/30/2023,KN,Dry,Sub-rounded,25,B Horizon,lt brown,Forest,Silt,,
259425,ECL077,Eclipse,685149,5511002,REG,,07/30/2023,KN,Damp,Sub-angular,25,B Horizon,brown,Forest,Sandy Silt,Near road,
259426,ECL076,Eclipse,685102,5511000,REG,,07/30/2023,KN,Dry,Sub-angular,15,B Horizon,brown,Forest,Pebbly Sand,"Disturbed, overturned area",
259427,ECL075,Eclipse,685055,5511001,REG,,07/30/2023,KN,Dry,Sub-angular,15,B Horizon,brown,Forest,Silt,,
259428,Ecl062,Eclipse,686250,5510802,REG,,07/30/2023,EG,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Silty Sand,,
259429,Ecl061,Eclipse,686196,5510799,REG,,07/31/2023,EG,Moist,Sub-rounded,20,B Horizon,dk brown,Forest,Sandy Silt,Near swamp. ,
259430,Ecl061,,,,DUP,,07/31/2023,,,,,,,,,,259429
259431,Ecl060,Eclipse,686150,5510802,REG,,07/31/2023,EG,Dry,Angular,5,B Horizon,lt brown,Forest,Sandy Silt,Thin soil layer,
259432,Ecl059,Eclipse,686099,5510799,REG,,07/31/2023,EG,Dry,Sub-rounded,30,B Horizon,lt brown,Forest,Sandy Silt,,
259433,Ecl058,Eclipse,686047,5510800,REG,,07/31/2023,EG,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Sandy Silt,,
259434,Ecl057,Eclipse,685999,5510804,REG,,07/31/2023,EG,Damp,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
259435,Ecl056,Eclipse,685951,5510804,REG,,07/31/2023,EG,Damp,Sub-rounded,20,B Horizon,brown,Forest,Sandy Silt,,
259436,Ecl055,Eclipse,685899,5510800,REG,,07/31/2023,EG,Dry,Sub-rounded,5,B Horizon,lt brown,Forest,Sandy Silt,,
259437,Ecl054,Eclipse,685851,5510808,REG,,07/31/2023,EG,Damp,Sub-angular,10,B Horizon,brown,Forest,Sandy Silt,Side of road ,
259438,Ecl053,Eclipse,685797,5510797,REG,,07/31/2023,EG,Dry,Sub-angular,5,B Horizon,brown,Forest,Pebbly Sand,Near road. Disturbed,
259439,Ecl052,Eclipse,685754,5510797,REG,,07/31/2023,EG,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Silty Sand,,
259440,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
259441,Ecl051,Eclipse,685701,5510798,REG,,08/01/2023,EG,Dry,Sub-rounded,20,B Horizon,brown,Forest,Sandy Silt,,
259442,Ecl050,Eclipse,685649,5510803,REG,,07/31/2023,EG,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
259443,Ecl049,Eclipse,685600,5510801,REG,,07/31/2023,EG,Dry,Sub-rounded,5,B Horizon,brown,Forest,Pebbly Sand,,
259444,Ecl045,Eclipse,685402,5510801,REG,,07/31/2023,EG,Damp,Sub-rounded,30,B Horizon,dk brown,Forest,Sandy Silt,Poor sample. Between swamp and cut block ,
259445,Ecl047,Eclipse,685499,5510797,REG,,07/31/2023,EG,Dry,Sub-rounded,5,B Horizon,lt brown,Forest,Sandy Silt,,
259446,Ecl046,Eclipse,685447,5510801,REG,,07/31/2023,EG,Damp,Sub-rounded,10,B Horizon,brown,Forest,Sandy Silt,,
259447,Ecl048,Eclipse,685549,5510799,REG,,07/31/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Sandy Silt,,
259448,Ecl010,Eclipse,685497,5510601,REG,,07/31/2023,EG,Damp,Sub-angular,40,B Horizon,lt brown,Clear Cut,Sandy Silt,Recent cut block. Disturbed area,
259449,Ecl009,Eclipse,685452,5510601,REG,,07/31/2023,EG,Damp,Sub-rounded,30,B Horizon,brown,Clear Cut,Sandy Silt,Disturbed area cut block ,
259450,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
259451,ECL140,Eclipse,686050,5511202,REG,,08/01/2023,KN,Damp,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Silty Sand,Disturbed area from logging,
259452,ECL139,Eclipse,686001,5511198,REG,,07/29/2023,KN,Damp,Sub-rounded,30,B Horizon,brown,Clear Cut,Silty Sand,Disturbed area from logging,
259453,ECL148,Eclipse,685948,5511199,REG,,07/29/2023,KN,Wet,Sub-rounded,20,B Horizon,dk brown,Clear Cut,Silt,Disturbed area from logging; near pond,
259454,ECL137,Eclipse,685899,5511199,REG,,07/29/2023,KN,Moist,Sub-angular,20,B Horizon,brown,Clear Cut,Silt,Disturbed area from logging; some organics,
259455,ECL136,Eclipse,685853,5511201,REG,,07/29/2023,KN,Moist,Angular,10,B Horizon,brown,Clear Cut,Silt,Disturbed area from logging,
259456,ECL135,Eclipse,685802,5511200,REG,,07/29/2023,KN,Moist,Sub-rounded,25,B Horizon,brown,Clear Cut,Sandy Silt,Disturbed area from logging,
259457,ECL134,Eclipse,685752,5511205,REG,,07/29/2023,KN,Dry,Sub-angular,20,B Horizon,brown,Forest,Sandy Silt,Near clear cut,
259458,ECL132,Eclipse,685648,5511198,REG,,07/29/2023,KN,Damp,Sub-angular,15,B Horizon,brown,Forest,Sandy Silt,Near deactivated road,
259459,ECL131,Eclipse,685603,5511197,REG,,07/29/2023,KN,Damp,Sub-rounded,20,B Horizon,brown,Forest,Silty Sand,"Poor sample, some organics",
259460,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
259461,ECL130,Eclipse,685551,5511204,REG,,08/03/2023,KN,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Sandy Silt,,
259462,ECL129,Eclipse,685500,5511203,REG,,07/29/2023,KN,Dry,Sub-rounded,10,B Horizon,beige,Forest,Sandy Silt,,
259463,ECL138,Eclipse,685447,5511204,REG,,07/29/2023,KN,Dry,Sub-angular,20,B Horizon,lt brown,Forest,Silty Sand,,
259464,ECL127,Eclipse,685403,5511201,REG,,07/29/2023,KN,Damp,Sub-angular,20,B Horizon,lt brown,Forest,Silty Sand,,
259465,ECL125,Eclipse,685350,5511198,REG,,07/29/2023,KN,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Silty Sand,,
259466,ECL125,Eclipse,685296,5511200,REG,,07/29/2023,KN,Damp,Sub-rounded,10,B Horizon,brown,Forest,Silty Sand,,
259467,ECL124,Eclipse,685247,5511196,REG,,07/29/2023,KN,Dry,Sub-angular,20,B Horizon,beige,Forest,Silt,,
259468,ECL123,Eclipse,685200,5511201,REG,,07/29/2023,KN,Damp,Sub-rounded,20,B Horizon,brown,Forest,Silty Sand,,
259469,Ecl1039,Eclipse,685056,5510700,REG,,07/29/2023,EG,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Silty Sand,,
259470,Ecl1039,,,,DUP,,07/29/2023,,,,,,,,,,259469
259471,Ecl1040,Eclipse,685095,5510700,REG,,07/29/2023,EG,Damp,Sub-rounded,15,B Horizon,beige,Forest,Silty Sand,,
259472,Ecl1042,Eclipse,685200,5510698,REG,,07/29/2023,EG,Moist,Sub-rounded,10,B Horizon,brown,Clear Cut,Silt,Recent cut block. Highly disturbed area ,
259473,Ecl1043,Eclipse,685248,5510699,REG,,07/29/2023,EG,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Silt,Recent clear cut. Highly disturbed. Organic mixed in ,
259474,Ecl044,Eclipse,685349,5510798,REG,,07/29/2023,EG,Moist,Sub-rounded,25,B Horizon,dk brown,Clear Cut,Sandy Silt,Recent cut block ,
259475,Ecl043,Eclipse,685298,5510803,REG,,07/29/2023,EG,Damp,Sub-rounded,10,B Horizon,brown,Clear Cut,Pebbly Sand,,
259476,Ecl042,Eclipse,685251,5510802,REG,,07/29/2023,EG,Damp,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Sandy Silt,Recent clear cut disturbed area ,
259477,Ecl041,Eclipse,685198,5510800,REG,,07/29/2023,EG,Damp,Sub-rounded,20,B Horizon,lt brown,Clear Cut,Sandy Silt,,
259478,Ecl040,Eclipse,685152,5510802,REG,,07/29/2023,EG,Moist,Sub-rounded,20,B Horizon,dk brown,Forest,Sandy Silt,,
259479,Ecl039,Eclipse,685105,5510803,REG,,07/29/2023,EG,Damp,Sub-angular,15,B Horizon,lt brown,Clear Cut,Sandy Silt,Side of road ,
259480,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
259481,Ecl038,Eclipse,685046,5510799,REG,,08/03/2023,EG,Damp,Sub-rounded,10,B Horizon,brown,Clear Cut,Sandy Silt,Poor sampleo mixed in,
259482,Ecl1013,Eclipse,685603,5510501,REG,,07/29/2023,CV,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,Disturbed area recently cut block ,
259483,Ecl1014,Eclipse,685648,5510503,REG,,08/02/2023,CV,Moist,Sub-angular,25,B Horizon,Light Brown-Grey,Clear Cut,Sandy Silt,Disturbed area organicsmixed in cur cut block ,
259484,Ecl1015,Eclipse,685702,5510500,REG,,08/02/2023,CV,Moist,Angular,15,B Horizon,brown,Forest,Sandy Silt,,
259485,Ecl1016,Eclipse,685754,5510501,REG,,08/02/2023,CV,Dry,Sub-angular,25,B Horizon,beige,Forest,Sandy Silt,,
259486,Ecl1017,Eclipse,685800,5510498,REG,,08/02/2023,CV,Dry,Sub-angular,20,B Horizon,beige,Forest,Silt,,
259487,Ecl1018,Eclipse,685849,5510503,REG,,08/02/2023,CV,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
259488,Ecl1019,Eclipse,685903,5510502,REG,,08/02/2023,CV,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Silt,,
259489,Ecl1020,Eclipse,685950,5510498,REG,,08/02/2023,CV,Dry,Sub-angular,20,B Horizon,lt brown,Forest,Silt,,
259490,Ecl1020,,,,DUP,,08/02/2023,,,,,,,,,,259489
259491,Ecl1021,Eclipse,685996,5510502,REG,,08/02/2023,CV,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
259492,Ecl1022,Eclipse,686056,5510503,REG,,08/02/2023,CV,Dry,Sub-angular,20,B Horizon,lt brown,Forest,Silt,,
259493,Ecl1023,Eclipse,686097,5510499,REG,,08/02/2023,CV,Moist,Sub-rounded,35,B Horizon,brown,Clear Cut,Silty Sand,Large amount of organics mixed in,
259494,ECL1024,Eclipse,686149,5510497,REG,,08/02/2023,KN,Moist,Sub-angular,35,B Horizon,brown-blk,Clear Cut,Silty Sand,Lots of organics.,
259495,ECL1025,Eclipse,686199,5510502,REG,,08/02/2023,KN,Dry,Sub-angular,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
259496,ECL1026,Eclipse,686250,5510500,REG,,08/02/2023,KN,Dry,Sub-angular,20,B Horizon,lt brown,Forest,Silty Sand,,
259497,ECL1027,Eclipse,686300,5510500,REG,,08/02/2023,KN,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
259498,ECL1028,Eclipse,686347,5510499,REG,,08/02/2023,KN,Dry,Sub-angular,10,B Horizon,lt brown,Forest,Sandy Silt,,
259499,ECL1029,Eclipse,686400,5510500,REG,,08/02/2023,KN,Dry,Sub-angular,20,B Horizon,lt brown,Forest,Sandy Silt,,
259500,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
259501,ECL622,Eclipse,685654,5512704,REG,,08/03/2023,MP,Damp,Sub-rounded,20,B Horizon,brown,Forest,Sandy Silt,,
259502,ECL624,Eclipse,685747,5512697,REG,,07/01/2023,MP,Dry,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,
259503,ECL625,Eclipse,685801,5512700,REG,,07/01/2023,MP,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,
259504,ECL626,Eclipse,685850,5512699,REG,,07/01/2023,MP,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,
259505,ECL627,Eclipse,685902,5512700,REG,,07/01/2023,MP,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,
259506,Ecl590,,,,DUP,,,,,,,,,,,,045715
259507,ECL589,Eclipse,685854,5512597,REG,,07/01/2023,MP,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Silty Sand,Sample taken near road.,
259508,ECL588,Eclipse,685800,5512600,REG,,07/01/2023,MP,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,
259509,ECL587,Eclipse,685752,5512603,REG,,07/01/2023,CV,Dry,Angular,15,B Horizon,brown,Forest,Sandy Silt,,
259510,ECL587,,,,DUP,,07/01/2023,,,,,,,,,,259509
259511,ECL550,Eclipse,685750,5512499,REG,,07/01/2023,CV,Damp,Sub-angular,15,B Horizon,brown,Clear Cut,Sandy Silt,,
259512,ECL551,Eclipse,685799,5512501,REG,,07/01/2023,CV,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Silty Sand,,
259513,ECL553,Eclipse,685913,5512499,REG,,07/01/2023,CV,Moist,Sub-rounded,40,B Horizon,brown,Clear Cut,Silt,"Poor sample, offset due to bog",
259514,ECL554,Eclipse,685951,5512500,REG,,07/01/2023,CV,Damp,Sub-rounded,25,B Horizon,brown,Clear Cut,Sandy Silt,,
259515,ECL555,Eclipse,685999,5512498,REG,,07/01/2023,MP,Damp,Sub-rounded,30,B Horizon,brown,Clear Cut,Sandy Silt,,
259516,ECL556,Eclipse,686054,5512499,REG,,07/01/2023,MP,Damp,Sub-rounded,30,B Horizon,brown,Clear Cut,Silt,,
259517,ECL557,Eclipse,686101,5512499,REG,,07/01/2023,MP,Damp,Sub-angular,20,B Horizon,brown,Clear Cut,Silty Sand,,
259518,ECL558,Eclipse,686150,5512499,REG,,07/01/2023,MP,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,
259519,ECL584,Eclipse,685603,5512599,REG,,07/01/2023,EG,Damp,Sub-angular,15,B Horizon,brown,Forest,Silty Sand,,
259520,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
259521,ECL583,Eclipse,685551,5512601,REG,,07/05/2023,EG,Damp,Sub-rounded,40,B Horizon,brown,Forest,Silty Sand,,
259522,ECL583,Eclipse,685502,5512601,REG,,07/02/2023,EG,Damp,Sub-rounded,30,B Horizon,brown,Forest,Pebbly Sand,,
259523,ECL581,Eclipse,685451,5512598,REG,,07/02/2023,EG,Damp,Sub-rounded,30,B Horizon,brown,Forest,Silty Sand,Lots of organic debris in area,
259524,ECL580,Eclipse,685401,5512601,REG,,07/02/2023,EG,Moist,Sub-rounded,40,B Horizon,brown,Clear Cut,Silty Sand,,
259525,ECL579,Eclipse,685352,5512595,REG,,07/02/2023,EG,Damp,Sub-angular,20,B Horizon,brown,Clear Cut,Pebbly Sand,,
259526,ECL578,Eclipse,685306,5512601,REG,,07/02/2023,EG,Damp,Sub-angular,20,B Horizon,brown,Clear Cut,Sandy Silt,Offset due to thick A layer,
259527,ECL577,Eclipse,685250,5512601,REG,,07/02/2023,EG,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Silty Sand,,
259528,ECL576,Eclipse,685201,5512600,REG,,07/02/2023,EG,Damp,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Sandy Silt,,
259529,ECL575,Eclipse,685160,5512602,REG,,07/02/2023,EG,Damp,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,Offset due to boggy area,
259530,ECL575,,,,DUP,,07/02/2023,,,,,,,,,,259529
259531,ECL574,Eclipse,685101,5512600,REG,,07/02/2023,EG,Damp,Sub-angular,20,B Horizon,brown,Clear Cut,Sandy Silt,Near old road,
259532,ECL573,Eclipse,685049,5512601,REG,,07/02/2023,EG,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,
259533,ECL536,Eclipse,685051,5512502,REG,,07/02/2023,EG,Damp,Sub-rounded,10,B Horizon,brown,Clear Cut,Sandy Silt,,
259534,ECL537,Eclipse,685098,5512501,REG,,07/02/2023,EG,Damp,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,
259535,ECL538,Eclipse,685154,5512499,REG,,07/02/2023,EG,Damp,Sub-rounded,10,B Horizon,red-brown,Forest,Sandy Silt,Sample taken near road,
259536,ECL539,Eclipse,685200,5512498,REG,,07/02/2023,EG,Damp,Sub-rounded,15,B Horizon,red-brown,Clear Cut,Sandy Silt,,
259537,ECL540,Eclipse,685249,5512500,REG,,07/02/2023,EG,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,
259538,ECL541,Eclipse,685297,5512499,REG,,07/02/2023,EG,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,
259539,ECL542,Eclipse,685348,5512500,REG,,07/02/2023,EG,Moist,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,
259540,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
259541,ECL543,Eclipse,685399,5512500,REG,,07/05/2023,EG,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,
259542,ECL544,Eclipse,685449,5512496,REG,,07/02/2023,EG,Damp,Sub-rounded,10,B Horizon,brown,Clear Cut,Sandy Silt,,
259543,ECL545,Eclipse,685503,5512498,REG,,07/02/2023,EG,Damp,Sub-rounded,10,B Horizon,brown,Clear Cut,Sandy Silt,,
259544,ECL546,Eclipse,685550,5512499,REG,,07/02/2023,EG,Damp,Sub-rounded,10,B Horizon,brown,Clear Cut,Sandy Silt,,
259545,ECL547,Eclipse,685599,5512499,REG,,07/02/2023,EG,Damp,Sub-angular,10,B Horizon,brown,Forest,Pebbly Sand,,
259546,ECL548,Eclipse,685649,5512501,REG,,07/02/2023,EG,Damp,Sub-rounded,10,B Horizon,brown,Forest,Sandy Silt,,
259547,ECL549,Eclipse,685699,5512502,REG,,07/02/2023,EG,Damp,Sub-rounded,20,B Horizon,dk brown,Forest,Pebbly Sand,,
259548,ECL512,Eclipse,685698,5512400,REG,,07/02/2023,EG,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,
259549,ECL513,Eclipse,685752,5512399,REG,,07/02/2023,EG,Damp,Sub-rounded,10,B Horizon,brown,Clear Cut,Sandy Silt,,
259550,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
259551,ECL480,Eclipse,685950,5512300,REG,,07/12/2023,EG,Damp,Sub-rounded,15,B Horizon,brown,Forest,Silty Sand,,
259552,Ecl631,Eclipse,686097,5512701,REG,,07/03/2023,MP,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,
259553,Ecl632,Eclipse,686149,5512701,REG,,07/04/2023,MP,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,
259554,Ecl633,Eclipse,686199,5512703,REG,,07/04/2023,MP,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,
259555,Ecl634,Eclipse,686251,5512701,REG,,07/04/2023,MP,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,
259556,Ecl635,Eclipse,686299,5512702,REG,,07/04/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Clear Cut,Sandy Silt,,
259557,Ecl636,Eclipse,686351,5512707,REG,,07/04/2023,MP,Moist,Sub-rounded,20,B Horizon,dk brown,Clear Cut,Sandy Silt,Sample moved 10m due to swamp. Poor sample,
259558,Ecl637,Eclipse,686399,5512703,REG,,07/04/2023,MP,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,
259559,Ecl638,Eclipse,686452,5512702,REG,,07/04/2023,MP,Dry,Sub-rounded,10,B Horizon,brown,Clear Cut,Sandy Silt,,
259560,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
259561,Ecl639,Eclipse,686499,5512700,REG,,07/12/2023,MP,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,Cut block. Very disturbed area,
259562,Ecl640,Eclipse,686550,5512701,REG,,07/04/2023,MP,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,Cut block. Sample area very disturbed ,
259563,Ecl641,Eclipse,686602,5512705,REG,,07/04/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Clear Cut,Sandy Silt,,
259564,Ecl642,Eclipse,686649,5512702,REG,,07/04/2023,MP,Dry,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,
259565,Ecl643,Eclipse,686697,5512703,REG,,07/04/2023,MP,Dry,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,
259566,Ecl644,Eclipse,686765,5512684,REG,,07/04/2023,MP,Damp,Sub-angular,10,B Horizon,brown,Clear Cut,Silty Sand,Sample moved 10m due to burn pile. Sampled by road,
259567,Ecl645,Eclipse,686804,5512705,REG,,07/04/2023,MP,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,
259568,Ecl646,Eclipse,686841,5512705,REG,,07/04/2023,MP,Dry,Sub-angular,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
259569,Ecl572,Eclipse,686851,5512500,REG,,07/04/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Clear Cut,Sandy Silt,,
259570,Ecl572,,,,DUP,,07/04/2023,,,,,,,,,,259569
259571,Ecl571,Eclipse,686794,5512495,REG,,07/04/2023,MP,Moist,Sub-angular,15,B Horizon,brown,Clear Cut,Sandy Silt,Disturbed area ,
259572,Ecl570,Eclipse,686747,5512503,REG,,07/04/2023,MP,Moist,Sub-angular,15,B Horizon,brown,Clear Cut,Sandy Silt,Disturbed area ,
259573,Ecl569,Eclipse,686698,5512496,REG,,07/04/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Forest,Sandy Silt,,
259574,Ecl568,Eclipse,686656,5512501,REG,,07/04/2023,MP,Damp,Sub-angular,20,B Horizon,brown,Forest,Sandy Silt,,
259575,Ecl567,Eclipse,686604,5512500,REG,,07/04/2023,MP,Dry,Sub-angular,15,B Horizon,brown,Forest,Sandy Silt,,
259576,Ecl566,Eclipse,686547,5512500,REG,,07/04/2023,MP,Dry,Sub-angular,25,B Horizon,brown,Forest,Sandy Silt,,
259577,Ecl565,Eclipse,686500,5512499,REG,,07/04/2023,MP,Dry,Sub-rounded,15,B Horizon,brown,Forest,Sandy Silt,,
259578,Ecl564,Eclipse,686453,5512496,REG,,07/04/2023,MP,Moist,Sub-angular,50,B Horizon,brown,Clear Cut,Sandy Silt,Possible diesel spill in area. Sample taken from side of ditch,
259579,Ecl563,Eclipse,686417,5512513,REG,,07/04/2023,MP,Damp,Sub-rounded,10,B Horizon,brown,Clear Cut,Sandy Silt,Sample moved due to highly disturbed area,
259580,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
259581,Ecl562,Eclipse,686348,5512507,REG,,07/12/2023,MP,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,
259582,Ecl561,Eclipse,686296,5512501,REG,,07/04/2023,MP,Wet,Sub-rounded,40,B Horizon,dk brown,Swamp,Sandy Silt,Poor sample. in swamp top soil mixed in,
259583,Ecl560,Eclipse,686246,5512500,REG,,07/04/2023,MP,Dry,Sub-rounded,10,B Horizon,brown,Clear Cut,Sandy Silt,,
259584,Ecl559,Eclipse,686203,5512502,REG,,07/04/2023,MP,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Sandy Silt,,
259585,Ecl442,Eclipse,685903,5512200,REG,,07/04/2023,MP,Damp,Sub-rounded,15,B Horizon,dk brown,Clear Cut,Sandy Silt,On roadside ,
259586,Ecl438,Eclipse,685695,5512201,REG,,07/06/2023,MP,Moist,Sub-rounded,40,B Horizon,brown,Clear Cut,Sandy Silt,,
259587,Ecl337,Eclipse,685651,5512202,REG,,07/06/2023,MP,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
259588,Ecl436,Eclipse,685602,5512205,REG,,07/06/2023,MP,Dry,Sub-angular,30,B Horizon,brown,Clear Cut,Sandy Silt,,
259589,Ecl435,Eclipse,685550,5512202,REG,,07/06/2023,MP,Moist,Sub-angular,30,B Horizon,dk brown,Forest,Sandy Silt,Near swamp organics mixed in,
259590,Ecl435,,,,DUP,,07/06/2023,,,,,,,,,,259589
259591,Ecl434,Eclipse,685500,5512201,REG,,07/06/2023,MP,Dry,Sub-angular,20,B Horizon,lt brown,Clear Cut,Silt,,
259592,Ecl433,Eclipse,685448,5512203,REG,,07/06/2023,MP,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,
259593,Ecl432,Eclipse,685400,5512202,REG,,07/06/2023,MP,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
259594,Ecl431,Eclipse,685350,5512201,REG,,07/06/2023,MP,Moist,Sub-angular,15,B Horizon,brown,Clear Cut,Sandy Silt,Offset from point 10m. Disturbed area plus swamp. Poor sample,
259595,Ecl430,Eclipse,685300,5512201,REG,,07/06/2023,MP,Damp,Sub-rounded,20,B Horizon,lt brown,Clear Cut,Sandy Silt,,
259596,Ecl429,Eclipse,685250,5512202,REG,,07/06/2023,MP,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Sandy Silt,,
259597,Ecl429,Eclipse,685202,5512200,REG,,07/06/2023,MP,Dry,Sub-rounded,20,B Horizon,lt brown,Clear Cut,Sandy Silt,,
259598,Ecl427,Eclipse,685152,5512201,REG,,07/06/2023,MP,Damp,Sub-rounded,30,B Horizon,lt brown,Forest,Silt,,
259599,Ecl426,Eclipse,685095,5512193,REG,,07/06/2023,MP,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Silt,,
259600,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
259601,ECL594,Eclipse,686099,5512601,REG,,07/12/2023,EG,Damp,Sub-rounded,10,B Horizon,brown,Clear Cut,Sandy Silt,,
